Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Year,Month,Date,Hour,TimeOfDay,Season
9/2/2017 12:00,14.516666666666666,54.11166666666667,4.916166666666666,560.1,69.31,202777.6271,125343.46504000001,97242.69344999999,2017,2,9,12,2,4
9/2/2017 13:00,14.589999999999998,55.91833333333333,4.9175,593.1,76.5,200770.1695,125128.2675,98817.28644,2017,2,9,13,2,4
9/2/2017 14:00,14.525,56.971666666666664,4.9185,249.6,114.6,199964.74576999998,124654.1033,97705.80906,2017,2,9,14,2,4
9/2/2017 15:00,14.393333333333333,60.07,4.917833333333333,504.8,112.3,195992.5424,122213.9818,95448.12061,2017,2,9,15,2,4
9/2/2017 16:00,13.501666666666667,63.21666666666667,4.919,40.5,40.32,192947.7966,117756.8389,93827.21608,2017,2,9,16,2,4
9/2/2017 17:00,13.621666666666668,59.82,4.918833333333333,119.7,120.9,198183.0508,121604.8632,103095.3166,2017,2,9,17,2,4
9/2/2017 18:00,13.493333333333334,62.18166666666667,4.918333333333333,54.11,56.3,246929.4915,149102.7356,145412.5025,2017,2,9,18,3,4
9/2/2017 19:00,13.443333333333333,62.166666666666664,4.9205,0.3,0.323,248589.15253000002,151546.5046,148995.8593,2017,2,9,19,3,4
9/2/2017 20:00,13.583333333333334,62.75833333333333,4.918333333333333,0.037,0.134,249644.7458,150700.304,150761.48745000002,2017,2,9,20,3,4
9/2/2017 21:00,13.604999999999999,64.05,4.9155,0.066,0.1,241413.55933000002,148019.4529,147774.392,2017,2,9,21,3,4
9/2/2017 22:00,13.534999999999998,66.43833333333333,4.911666666666666,0.066,0.115,226586.4407,137989.0578,138240,2017,2,9,22,3,4
9/2/2017 23:00,13.453333333333333,67.45,4.914333333333333,0.066,0.137,199549.8305,121951.3678,120884.7437,2017,2,9,23,3,4
10/2/2017 0:00,13.188333333333333,70.08,4.911833333333333,0.07,0.07,170957.2881,104392.7052,103581.5879,2017,2,10,0,3,4
10/2/2017 1:00,12.828333333333333,71.39999999999999,4.912333333333334,0.062,0.096,151419.661,89927.05166,92588.38191,2017,2,10,1,3,4
10/2/2017 2:00,12.466666666666667,75.68333333333334,4.915166666666667,0.077,0.108,140137.6271,82559.27051,86538.93467,2017,2,10,2,3,4
10/2/2017 3:00,11.883333333333333,80.91666666666667,4.916666666666667,0.066,0.108,134096.9492,79841.94528,82949.78895,2017,2,10,3,3,4
10/2/2017 4:00,11.918333333333335,81.11666666666666,4.916666666666667,0.051,0.122,134456.9492,78733.1307,81438.87436,2017,2,10,4,3,4
10/2/2017 5:00,12.055,81.15,4.920333333333333,0.044,0.1,139411.5254,83186.62614000001,84014.95477,2017,2,10,5,3,4
10/2/2017 6:00,12.25,80.8,4.917333333333334,0.044,0.108,141254.2373,86564.13374,81161.00502,2017,2,10,6,1,4
10/2/2017 7:00,11.905000000000001,82.81666666666666,4.917333333333333,0.091,0.119,129606.1017,81709.42249,64014.150760000004,2017,2,10,7,1,4
10/2/2017 8:00,11.533333333333333,85.83333333333333,4.918833333333333,0.234,0.26,145006.7797,94103.34346999999,65582.95478,2017,2,10,8,1,4
10/2/2017 9:00,11.496666666666668,87.05,4.9195,11.36,11.54,144054.9153,109313.0699,75771.49749,2017,2,10,9,1,4
10/2/2017 10:00,11.801666666666668,84.8,4.917333333333333,38.15,37.64,169303.7288,122265.0456,87002.05025,2017,2,10,10,1,4
10/2/2017 11:00,11.896666666666667,83.85000000000001,4.917333333333334,129.4,130.4,182605.4237,126951.97570000001,94585.56784,2017,2,10,11,1,4
10/2/2017 12:00,11.729999999999999,87.23333333333333,4.918666666666667,93.4,93.2,184643.3898,129534.3465,98221.02513000001,2017,2,10,12,2,4
10/2/2017 13:00,11.844999999999999,86.39999999999999,4.918333333333333,103.6,102.5,187950.50848000002,125540.42553000001,100212.4221,2017,2,10,13,2,4
10/2/2017 14:00,12.495,85.35000000000001,4.918666666666667,383.9,252.317,196907.7966,126149.5441,98852.02009,2017,2,10,14,2,4
10/2/2017 15:00,13.228333333333333,78.64999999999999,4.919,492.5,252.317,204803.3898,129939.2097,99014.11055,2017,2,10,15,2,4
10/2/2017 16:00,13.483333333333334,75.3,4.917,290.1,252.317,211197.9661,129180.5471,101040.2412,2017,2,10,16,2,4
10/2/2017 17:00,13.841666666666667,73.31666666666666,4.9158333333333335,214.3,213.2,220850.8475,133484.4985,112867.0553,2017,2,10,17,2,4
10/2/2017 18:00,13.288333333333334,72.3,4.915500000000001,93.7,101.5,257729.4915,154683.2827,150946.7337,2017,2,10,18,3,4
10/2/2017 19:00,12.56,75.03333333333333,4.917,1.976,2.018,256478.64406999998,152596.9605,152752.88442000002,2017,2,10,19,3,4
10/2/2017 20:00,11.255,78.86666666666666,4.915,0.044,0.137,253769.49151999998,151856.535,153511.2362,2017,2,10,20,3,4
10/2/2017 21:00,10.268333333333333,81.41666666666667,4.915666666666667,0.033,0.111,242371.5254,146947.1125,148671.6784,2017,2,10,21,3,4
10/2/2017 22:00,10.721666666666666,79.95,4.914833333333333,0.059,0.126,223303.7288,135862.61398999998,138911.5176,2017,2,10,22,3,4
10/2/2017 23:00,11.638333333333334,76.28333333333333,4.913833333333334,0.073,0.082,199775.5932,122560.4863,125324.86433000001,2017,2,10,23,3,4
11/2/2017 0:00,12.25,74.51666666666667,4.915666666666667,0.048,0.108,170383.7288,103776.2918,107159.1558,2017,2,11,0,3,4
11/2/2017 1:00,12.354999999999999,75.43333333333334,4.915,0.033,0.163,150785.0848,90131.30699,96218.05026,2017,2,11,1,3,4
11/2/2017 2:00,12.42,76.25,4.9145,0.084,0.122,140833.2203,82293.00912,89444.98493,2017,2,11,2,3,4
11/2/2017 3:00,12.353333333333333,77.14999999999999,4.915333333333334,0.055,0.104,134871.86440999998,78970.21276,85763.21609,2017,2,11,3,3,4
11/2/2017 4:00,12.31,75.83333333333333,4.9145,0.062,0.126,133047.4576,79028.57143,83910.75375999999,2017,2,11,4,3,4
11/2/2017 5:00,12.12,76.53333333333333,4.916166666666666,0.059,0.108,139490.8475,82344.07295,86203.17589,2017,2,11,5,3,4
11/2/2017 6:00,11.950000000000001,77.53333333333335,4.914833333333333,0.033,0.148,140637.9661,83927.05167,80611.05527,2017,2,11,6,1,4
11/2/2017 7:00,10.64,81.8,4.915166666666667,0.048,0.13,124273.2203,73980.54711,62329.56784,2017,2,11,7,1,4
11/2/2017 8:00,10.068333333333333,84.05,4.914166666666667,2.189,2.095,137526.1017,84266.26141,64598.83417,2017,2,11,8,1,4
11/2/2017 9:00,10.636666666666667,83.93333333333334,4.915166666666667,103.3,92,158644.0678,98199.39209,76118.83417,2017,2,11,9,1,4
11/2/2017 10:00,13.476666666666667,75.76333333333334,4.913,292.2,84.5,182770.1695,112497.2644,88061.42714,2017,2,11,10,1,4
11/2/2017 11:00,14.991666666666667,58.86000000000001,4.758166666666667,442.4,96.4,198097.6271,119923.40424999999,98029.98995,2017,2,11,11,1,4
11/2/2017 12:00,15.251666666666667,63.995000000000005,0.076166667,456.7,252.317,204010.1695,123796.9605,102695.8794,2017,2,11,12,2,4
11/2/2017 13:00,15.016666666666666,62.998333333333335,0.077333333,340.2,252.317,206194.5763,123220.6687,102753.7688,2017,2,11,13,2,4
11/2/2017 14:00,14.631666666666666,63.281666666666666,0.078,394.2,252.317,204949.8305,123454.1033,104195.2161,2017,2,11,14,2,4
11/2/2017 15:00,14.388333333333334,65.82666666666667,0.089,231.7,229.4,200019.661,118665.0456,102284.8643,2017,2,11,15,2,4
11/2/2017 16:00,14.148333333333333,67.13833333333334,0.0795,128.3,128.9,202289.4915,120182.3708,103917.34672999999,2017,2,11,16,2,4
11/2/2017 17:00,13.901666666666666,68.61833333333333,0.081833333,107.7,107.1,207671.1865,122345.2888,109607.8794,2017,2,11,17,2,4
11/2/2017 18:00,13.668333333333335,72.58333333333333,0.073833333,19.58,19.43,250389.1525,148289.3617,149823.6784,2017,2,11,18,3,4
11/2/2017 19:00,13.058333333333332,76.08333333333333,0.074666667,1.995,2.095,258437.2881,153687.538,154640.0804,2017,2,11,19,3,4
11/2/2017 20:00,11.713333333333333,78.58333333333333,0.0765,0.059,0.145,253665.7627,150747.7204,153702.2714,2017,2,11,20,3,4
11/2/2017 21:00,11.483333333333334,80.26666666666667,0.0745,0.055,0.119,243189.15253999998,144948.32825999998,149320.0402,2017,2,11,21,3,4
11/2/2017 22:00,11.363333333333335,82.39999999999999,0.074666667,0.084,0.089,226440,136489.9696,144127.3568,2017,2,11,22,3,4
11/2/2017 23:00,11.4,85.26666666666667,0.076166667,0.062,0.115,202966.7797,122013.3739,127843.0553,2017,2,11,23,3,4
12/2/2017 0:00,11.200000000000001,87.10000000000001,0.072666667,0.044,0.148,174215.5932,104801.2158,110632.5226,2017,2,12,0,3,4
12/2/2017 1:00,11.035000000000002,88.81666666666666,0.071166667,0.04,0.152,152859.661,89759.27051999999,98232.60302000001,2017,2,12,1,3,4
12/2/2017 2:00,11.01,89.85000000000001,0.077833333,0.081,0.189,139802.0339,78908.20668,90018.09047,2017,2,12,2,3,4
12/2/2017 3:00,11.020000000000001,90.60000000000001,0.082333333,0.051,0.215,133340.33899000002,74275.98786,86544.72362,2017,2,12,3,3,4
12/2/2017 4:00,10.798333333333332,91.08333333333333,0.0805,0.084,0.122,130966.7797,72773.25228,84883.29648,2017,2,12,4,3,4
12/2/2017 5:00,10.81,91.60000000000001,0.0825,0.073,0.2,135732.2034,75826.13983,87019.41709,2017,2,12,5,3,4
12/2/2017 6:00,10.638333333333334,92.06666666666666,0.081333333,0.073,0.174,133968.8136,74932.5228,79175.39699000001,2017,2,12,6,1,4
12/2/2017 7:00,10.668333333333335,92.39999999999999,0.078333333,0.091,0.126,115437.96609999999,61426.13982,61137.04522,2017,2,12,7,1,4
12/2/2017 8:00,10.768333333333333,92.26666666666667,0.080833333,0.608,0.697,119696.9492,65288.75379,63111.07538,2017,2,12,8,1,4
12/2/2017 9:00,10.913333333333334,92.21666666666665,0.0825,13.56,13.41,137581.017,75720.36475000001,73357.50753,2017,2,12,9,1,4
12/2/2017 10:00,11.773333333333333,91.93333333333334,0.0835,189.6,144.5,160309.8305,88632.21884,84535.9598,2017,2,12,10,1,4
12/2/2017 11:00,13.743333333333332,83.45,0.084666667,504.2,223.3,179042.0339,97776.29181,92744.68341,2017,2,12,11,1,4
12/2/2017 12:00,13.815,79.68333333333334,0.0725,397.8,252.317,193399.322,107314.2857,101138.6533,2017,2,12,12,2,4
12/2/2017 13:00,12.943333333333333,85.36666666666667,0.071833333,115.5,117.5,200562.71185999998,112675.9878,109364.7437,2017,2,12,13,2,4
12/2/2017 14:00,13.344999999999999,83.56666666666666,0.0735,286.4,252.317,200495.59321999998,113201.2158,110551.4774,2017,2,12,14,2,4
12/2/2017 15:00,12.951666666666668,85.5,0.0735,170.2,169.3,194766.10171000002,110899.6961,107599.1156,2017,2,12,15,2,4
12/2/2017 16:00,12.983333333333334,85.61666666666667,0.070833333,231.9,220.8,191965.4237,109218.2371,107720.6834,2017,2,12,16,2,4
12/2/2017 17:00,13.245,82.23333333333333,0.072166667,77.4,76.6,205120.678,116582.3708,119547.4975,2017,2,12,17,2,4
12/2/2017 18:00,13.005,83.16666666666667,0.073333333,23.26,23.41,249278.6441,144452.2796,155051.0955,2017,2,12,18,3,4
12/2/2017 19:00,12.668333333333331,86.39999999999999,0.071833333,0.904,0.938,257387.79661000002,151243.769,159913.8091,2017,2,12,19,3,4
12/2/2017 20:00,12.556666666666667,87.28333333333335,0.072166667,0.07,0.152,259993.2203,155091.7933,159537.5276,2017,2,12,20,3,4
12/2/2017 21:00,12.065,88.25,0.077666667,0.044,0.159,234146.4407,152651.6717,153435.9799,2017,2,12,21,3,4
12/2/2017 22:00,11.424999999999999,89.31666666666666,0.075833333,0.066,0.167,224383.72882000002,139918.541,139166.2312,2017,2,12,22,3,4
12/2/2017 23:00,11.023333333333333,90.45,0.083333333,0.059,0.141,192313.2203,118624.924,118268.1407,2017,2,12,23,3,4
13/2/2017 0:00,10.383333333333333,90.78333333333335,0.080166667,0.055,0.185,164745.7627,100869.3009,102226.9749,2017,2,13,0,3,4
13/2/2017 1:00,9.631666666666666,91.01666666666667,0.0805,0.077,0.185,148197.9661,88037.68997,92235.25628,2017,2,13,1,3,4
13/2/2017 2:00,8.91,90.81666666666666,0.080333333,0.066,0.119,139509.1526,81764.13373999999,88049.84924,2017,2,13,2,3,4
13/2/2017 3:00,8.458333333333334,90.64999999999999,0.080666667,0.062,0.115,134237.2882,78536.17021,86162.65327,2017,2,13,3,3,4
13/2/2017 4:00,8.351666666666667,90.31666666666666,0.083833333,0.07,0.156,133700.339,78944.68085,86417.36684,2017,2,13,4,3,4
13/2/2017 5:00,8.571666666666667,89.98333333333333,0.081666667,0.088,0.13,141602.0339,83551.36779,88310.35175,2017,2,13,5,3,4
13/2/2017 6:00,8.638333333333334,89.18333333333334,0.081833333,0.059,0.096,146330.8475,87866.26141,82237.74874,2017,2,13,6,1,4
13/2/2017 7:00,8.566666666666666,89.05,0.080833333,0.059,0.148,145610.8475,91203.64742,69096.84421,2017,2,13,7,1,4
13/2/2017 8:00,8.751666666666667,87.46666666666665,0.081166667,1.647,1.676,157478.6441,96725.83585999999,69814.67336,2017,2,13,8,1,4
13/2/2017 9:00,9.023333333333333,85.93333333333334,0.084833333,125.9,126.6,176943.0509,109619.4529,80315.81909,2017,2,13,9,1,4
13/2/2017 10:00,10.933333333333332,82.7,0.084333333,306.9,108.9,195595.9322,119956.231,90811.17587,2017,2,13,10,1,4
13/2/2017 11:00,13.025,75.78333333333333,0.083833333,459.9,59.27,208519.322,126091.1854,98510.47237,2017,2,13,11,1,4
13/2/2017 12:00,15.049999999999999,69.315,0.084166667,566.9,64.59,220478.6441,133360.4863,105856.64321000001,2017,2,13,12,2,4
13/2/2017 13:00,16.518333333333334,57.495000000000005,0.084833333,631.1,71,230393.89831000002,136168.997,106215.55778999999,2017,2,13,13,2,4
13/2/2017 14:00,17.51,54.714999999999996,0.083833333,630.6,88.6,217385.08474000002,130741.6413,102308.0201,2017,2,13,14,2,4
13/2/2017 15:00,17.279999999999998,53.86833333333333,0.087833333,525.4,252.317,213193.2203,132663.8298,101005.5075,2017,2,13,15,2,4
13/2/2017 16:00,16.565,54.71,0.086666667,191.3,190.1,208940.339,127491.79331000001,100137.1658,2017,2,13,16,2,4
13/2/2017 17:00,15.856666666666667,55.42666666666667,0.085333333,60.37,60.88,210563.3898,125314.2857,104519.397,2017,2,13,17,2,4
13/2/2017 18:00,15.515,59.666666666666664,0.085166667,100.2,111.5,258351.8644,153917.3252,146691.8593,2017,2,13,18,3,4
13/2/2017 19:00,14.396666666666667,67.62833333333333,0.081666667,2.91,2.882,264917.2881,157604.8632,152139.2563,2017,2,13,19,3,4
13/2/2017 20:00,13.951666666666668,68.66666666666667,0.083333333,0.059,0.096,264355.9322,156182.3708,151780.3417,2017,2,13,20,3,4
13/2/2017 21:00,13.54,70.71,0.082833333,0.044,0.126,252597.9661,152334.3465,148069.6282,2017,2,13,21,3,4
13/2/2017 22:00,12.676666666666668,72.59666666666666,0.083833333,0.044,0.13,228923.3898,139626.7477,136844.8643,2017,2,13,22,3,4
13/2/2017 23:00,11.75,76,0.083833333,0.044,0.156,195901.01695000002,119660.7903,117272.44221000001,2017,2,13,23,3,4
14/2/2017 0:00,11.253333333333332,74.89999999999999,0.086333333,0.044,0.093,167583.0509,102419.4529,102939.0151,2017,2,14,0,3,4
14/2/2017 1:00,10.938333333333333,75.05,0.084833333,0.04,0.171,149723.3898,88810.94224,92987.81909,2017,2,14,1,3,4
14/2/2017 2:00,10.87,73.39999999999999,0.085166667,0.051,0.152,139075.9322,81676.59574,87621.46733,2017,2,14,2,3,4
14/2/2017 3:00,10.33,73.8,0.085333333,0.04,0.119,134322.7119,78550.75987,84472.28141,2017,2,14,3,3,4
14/2/2017 4:00,10.813333333333333,72.46666666666667,0.084833333,0.037,0.156,136177.62712000002,78284.49848000001,82990.31156,2017,2,14,4,3,4
14/2/2017 5:00,11.291666666666666,69.56,0.085833333,0.051,0.126,143646.1017,82646.80851,86625.76885000001,2017,2,14,5,3,4
14/2/2017 6:00,12.868333333333334,63.26833333333334,0.082666667,0.062,0.111,146605.4237,86217.62918,83887.59799,2017,2,14,6,1,4
14/2/2017 7:00,12.284999999999998,64.25666666666667,0.0875,0.055,0.115,145452.2034,89099.08814,68286.39195,2017,2,14,7,1,4
14/2/2017 8:00,13.138333333333334,62.38166666666667,0.082666667,4.019,3.939,150620.339,97867.47721,68714.77388,2017,2,14,8,1,4
14/2/2017 9:00,14.278333333333334,56.14000000000001,0.083166667,144,148,164995.9322,108127.6596,79789.02512,2017,2,14,9,1,4
14/2/2017 10:00,15.205,54.24666666666667,0.083166667,349.5,244.4,179926.7797,116673.5562,87800.92462,2017,2,14,10,1,4
14/2/2017 11:00,16.066666666666666,52.431666666666665,0.083,479.9,105.2,192453.5593,122564.1337,95262.87437,2017,2,14,11,1,4
14/2/2017 12:00,16.521666666666665,53.468333333333334,0.082,683.8,169.2,197731.5254,127852.8875,99060.42211000001,2017,2,14,12,2,4
14/2/2017 13:00,16.55666666666667,56.51499999999999,0.081666667,745,252.317,197670.5085,128491.1854,99957.70855000001,2017,2,14,13,2,4
14/2/2017 14:00,15.96,59.55833333333334,0.0815,281.1,232.1,193655.59321999998,127812.766,98348.38191,2017,2,14,14,2,4
14/2/2017 15:00,16.393333333333334,58.56833333333333,0.088166667,639.3,252.317,168473.8983,135767.78115999998,98817.28643000001,2017,2,14,15,2,4
14/2/2017 16:00,15.953333333333333,59.11333333333334,0.080166667,235.6,231.5,171347.7966,136504.5593,94637.66834999999,2017,2,14,16,2,4
14/2/2017 17:00,15.685,59.595,0.0805,132.1,129.7,174538.98304999998,133371.4286,100542.39196000001,2017,2,14,17,2,4
14/2/2017 18:00,15.530000000000001,61.50666666666667,0.081166667,56.43,56.01,224975.5932,170396.3526,146894.4724,2017,2,14,18,3,4
14/2/2017 19:00,15.271666666666667,64.61666666666666,0.081833333,1.925,1.977,231516.6102,176053.4954,151716.6633,2017,2,14,19,3,4
14/2/2017 20:00,15.421666666666667,63.43166666666667,0.081333333,0.051,0.141,227989.8305,174871.7325,152822.3518,2017,2,14,20,3,4
14/2/2017 21:00,15.318333333333333,63.47833333333333,0.080333333,0.051,0.148,221595.25423999998,170731.9149,149134.794,2017,2,14,21,3,4
14/2/2017 22:00,15.151666666666666,65.52499999999999,0.081166667,0.044,0.119,217629.15253999998,146753.7994,139125.7085,2017,2,14,22,3,4
14/2/2017 23:00,15.038333333333334,65.92166666666667,0.081833333,0.048,0.159,195901.01695999998,122002.4316,119929.5678,2017,2,14,23,3,4
15/2/2017 0:00,15.339999999999998,63.696666666666665,0.080166667,0.044,0.134,165581.6949,103083.2827,102967.9598,2017,2,15,0,3,4
15/2/2017 1:00,15.373333333333333,63.501666666666665,0.081333333,0.029,0.104,146995.9322,89270.51672,92895.19598,2017,2,15,1,3,4
15/2/2017 2:00,15.5,63.178333333333335,0.080666667,0.062,0.174,135683.3898,82891.18541,87528.84422,2017,2,15,2,3,4
15/2/2017 3:00,15.271666666666667,65.94500000000001,0.08,0.037,0.111,132833.8983,80834.04255,83268.1809,2017,2,15,3,3,4
15/2/2017 4:00,15.221666666666666,64.83666666666666,0.0805,0.044,0.141,134432.5424,80859.57446,82781.90955,2017,2,15,4,3,4
15/2/2017 5:00,15.498333333333333,60.971666666666664,0.0795,0.037,0.115,139496.9492,84415.80546,85965.82915,2017,2,15,5,3,4
15/2/2017 6:00,15.32,62.555,0.079666667,0.055,0.126,141357.9661,88785.41033,86643.13568,2017,2,15,6,1,4
15/2/2017 7:00,15.008333333333333,64.67666666666666,0.081666667,0.037,0.163,141730.1695,90222.49241,71342.95477,2017,2,15,7,1,4
15/2/2017 8:00,15.418333333333335,63.07833333333334,0.080333333,2.602,2.411,158241.3559,97473.55623,71852.38189,2017,2,15,8,1,4
15/2/2017 9:00,15.818333333333333,62.836666666666666,0.079,115.4,116.3,158558.6441,115006.6869,82324.58291,2017,2,15,9,1,4
15/2/2017 10:00,16.253333333333334,62.843333333333334,0.079833333,476,252.317,169071.8644,128327.0517,92298.93467,2017,2,15,10,1,4
15/2/2017 11:00,16.69,64.49166666666666,0.0795,645.4,252.317,180317.2881,136832.8267,100276.1005,2017,2,15,11,1,4
15/2/2017 12:00,15.373333333333335,75.315,0.0805,519.6,252.317,202057.6271,135869.9088,104096.804,2017,2,15,12,2,4
15/2/2017 13:00,14.25,79.35,0.082833333,145.8,140.9,210941.6949,132729.4833,104832,2017,2,15,13,2,4
15/2/2017 14:00,15.205,74.385,0.081666667,130.9,132.3,203924.7458,134195.7447,105931.8995,2017,2,15,14,2,4
15/2/2017 15:00,16.745,60.19166666666666,0.080833333,392.7,252.317,203851.5254,135217.0213,104345.7287,2017,2,15,15,2,4
15/2/2017 16:00,15.741666666666667,66.265,0.081666667,79,79,203644.0678,130077.8115,102035.9397,2017,2,15,16,2,4
15/2/2017 17:00,14.541666666666666,72.71666666666667,0.082333333,125,127.3,207201.3559,132981.155,112936.5226,2017,2,15,17,2,4
15/2/2017 18:00,14.168333333333335,76.08333333333333,0.081333333,10.72,10.68,247167.45763000002,160209.1186,148063.8392,2017,2,15,18,3,4
15/2/2017 19:00,14.57,68.36333333333333,0.084333333,2.009,2.032,254013.5593,162813.3739,149841.0452,2017,2,15,19,3,4
15/2/2017 20:00,14.368333333333332,67.18,0.080833333,0.062,0.111,258120,160643.1611,151936.6432,2017,2,15,20,3,4
15/2/2017 21:00,14.485,65.865,0.085,0.04,0.148,243762.71185999998,153567.1733,146587.6583,2017,2,15,21,3,4
15/2/2017 22:00,14.493333333333334,64.48,0.085,0.059,0.13,222626.4407,139798.1763,135907.0553,2017,2,15,22,3,4
15/2/2017 23:00,14.229999999999999,64.43666666666667,0.086833333,0.048,0.104,190732.8813,120561.7021,118488.1206,2017,2,15,23,3,4
16/2/2017 0:00,14.308333333333332,62.544999999999995,0.084666667,0.044,0.119,163501.017,103572.0365,100027.1759,2017,2,16,0,3,4
16/2/2017 1:00,14.396666666666667,62.528333333333336,0.082666667,0.07,0.122,146831.1864,90510.63831000001,90660.66331999999,2017,2,16,1,3,4
16/2/2017 2:00,14.458333333333334,62.625,0.081333333,0.062,0.104,138063.0509,82986.01824,84808.04021,2017,2,16,2,3,4
16/2/2017 3:00,14.196666666666667,65.39999999999999,0.080666667,0.022,0.171,132925.4237,80779.33129999999,82434.57287,2017,2,16,3,3,4
16/2/2017 4:00,14.36,64.15166666666666,0.08,0.07,0.115,134334.9152,82256.53495,82440.3618,2017,2,16,4,3,4
16/2/2017 5:00,14.163333333333334,65.94833333333334,0.0795,0.048,0.137,141034.5763,86370.82067,85369.56783,2017,2,16,5,3,4
16/2/2017 6:00,14.405000000000001,61.47333333333333,0.081666667,0.044,0.108,142956.6102,88409.72644,83152.40201,2017,2,16,6,1,4
16/2/2017 7:00,13.985,64.925,0.081833333,0.062,0.134,144402.7119,92950.75988,70202.53267,2017,2,16,7,1,4
16/2/2017 8:00,14.066666666666668,62.84166666666667,0.0815,3.078,2.997,160926.1017,100719.7568,71945.00503,2017,2,16,8,1,4
16/2/2017 9:00,13.281666666666666,72.05,0.084833333,45.03,42.86,181970.8475,114036.4742,82955.57789,2017,2,16,9,1,4
16/2/2017 10:00,13.901666666666666,71.625,0.0845,244.2,238.9,193374.91525000002,123523.40424999999,90168.60301,2017,2,16,10,1,4
16/2/2017 11:00,15.071666666666667,63.501666666666665,0.083166667,362.1,252.317,204113.8983,128885.1064,99523.53767,2017,2,16,11,1,4
16/2/2017 12:00,14.263333333333334,72.15666666666667,0.084333333,465.6,252.317,210795.2542,136661.3982,104392.0402,2017,2,16,12,2,4
16/2/2017 13:00,13.968333333333334,75.10000000000001,0.0845,169.2,157.9,204004.0678,141187.8419,105995.5779,2017,2,16,13,2,4
16/2/2017 14:00,14.411666666666667,71.71666666666667,0.084166667,728,252.317,199476.6102,141151.3678,104339.93969999999,2017,2,16,14,2,4
16/2/2017 15:00,13.588333333333333,72.66666666666667,0.083166667,437.1,252.317,198585.76270999998,141866.2614,102290.65325999999,2017,2,16,15,2,4
16/2/2017 16:00,13.518333333333333,69.17166666666667,0.082,104.4,104.5,190043.38981999998,137011.5502,100854.995,2017,2,16,16,2,4
16/2/2017 17:00,13.618333333333334,65.61166666666666,0.082666667,140.9,142.6,196517.2881,139024.924,106667.0955,2017,2,16,17,2,4
16/2/2017 18:00,13.351666666666667,65.63666666666667,0.082,35.12,33.84,246020.339,158035.2584,151299.8593,2017,2,16,18,3,4
16/2/2017 19:00,12.418333333333335,71.07166666666666,0.0835,4.341,4.354,254019.661,161266.8693,154495.3568,2017,2,16,19,3,4
16/2/2017 20:00,12.155000000000001,71.14999999999999,0.081833333,0.099,0.1,257113.2204,160599.3921,154709.5477,2017,2,16,20,3,4
16/2/2017 21:00,12.895000000000001,65.32666666666667,0.0825,0.04,0.156,248949.15253000002,155981.7629,150726.7538,2017,2,16,21,3,4
16/2/2017 22:00,12.865,62.945,0.083,0.051,0.093,229362.71185999998,140928.87537999998,139982.4724,2017,2,16,22,3,4
16/2/2017 23:00,12.936666666666667,58.52333333333333,0.082,0.055,0.093,196224.4068,120379.33131000001,121428.9045,2017,2,16,23,3,4
17/2/2017 0:00,13.11,56.86333333333334,0.081333333,0.051,0.115,167155.9322,102572.6444,102672.7236,2017,2,17,0,3,4
17/2/2017 1:00,12.961666666666666,57.541666666666664,0.080333333,0.04,0.159,148692.2034,90434.04256,91806.87438,2017,2,17,1,3,4
17/2/2017 2:00,12.995,57.75,0.082833333,0.059,0.093,138307.1186,83737.38602,86955.73869,2017,2,17,2,3,4
17/2/2017 3:00,13.241666666666667,57.754999999999995,0.081333333,0.066,0.126,133621.0169,81114.89362999999,83077.14572,2017,2,17,3,3,4
17/2/2017 4:00,13.411666666666667,59.068333333333335,0.083666667,0.07,0.108,134347.1186,80516.71733,82457.72864,2017,2,17,4,3,4
17/2/2017 5:00,13.001666666666667,67.54833333333333,0.083833333,0.07,0.134,141199.322,84798.7842,85722.69347,2017,2,17,5,3,4
17/2/2017 6:00,11.406666666666666,80.23333333333333,0.081333333,0.055,0.104,144195.2542,88023.1003,82093.02512,2017,2,17,6,1,4
17/2/2017 7:00,11.236666666666666,74.96666666666667,0.081833333,0.044,0.126,146001.3559,92235.86626,67638.03014,2017,2,17,7,1,4
17/2/2017 8:00,10.486666666666666,74.11666666666667,0.082666667,0.637,0.701,156026.4407,99282.67477,68807.39699000001,2017,2,17,8,1,4
17/2/2017 9:00,10.700000000000001,72.19666666666667,0.085833333,39.98,37.51,175814.2373,111089.3617,77589.22614,2017,2,17,9,1,4
17/2/2017 10:00,11.388333333333334,66.12666666666667,0.086833333,432.1,252.317,192990.50848000002,121962.31,88316.14069,2017,2,17,10,1,4
17/2/2017 11:00,11.293333333333335,66.275,0.085166667,347.6,252.317,206084.7458,128483.8906,95199.19597,2017,2,17,11,1,4
17/2/2017 12:00,11.685,64.265,0.086333333,486.9,252.317,203223.0509,130592.0973,96906.93468,2017,2,17,12,2,4
17/2/2017 13:00,11.094999999999999,68.295,0.081166667,134.7,134.1,205273.2203,128224.924,97190.59296,2017,2,17,13,2,4
17/2/2017 14:00,9.858333333333334,81.7,0.074,197,194.4,207225.76270000002,128505.7751,94655.03518,2017,2,17,14,2,4
17/2/2017 15:00,9.755,82.36666666666666,0.084166667,155.5,155.8,204547.1186,127094.22492000001,92571.01509,2017,2,17,15,2,4
